"Assessment Year From","Assessment Year To","County","Land Assessed Value","Improvements Assessed Value","Personal Property Assessed Value","Exemptions","Net Total","Year To Year Change (%)"
"2014","2015","San Benito","2595540000","3651156000","350137000","105339000","6491493000","8"
"2014","2015","San Bernardino","53274875000","130581257000","7414724000","6830940000","184439916000","6.1"
"2014","2015","San Diego","192003349000","236345059000","16427731000","14355854000","430420285000","5.7"
"2014","2015","San Francisco","88977333000","96530993000","4405437000","7455929000","182457834000","5.4"
"2014","2015","San Joaquin","18066452000","41343707000","3858626000","2264854000","61003932000","8.8"
"2014","2015","San Luis Obispo","19929146000","25192797000","1393106000","760307000","45754741000","5.5"
"2014","2015","San Mateo","76696391000","88367420000","6808651000","4352478000","167519984000","5.5"
"2014","2015","Santa Barbara","33633338000","38929468000","2687311000","3346959000","71903158000","8.6"
"2014","2015","Santa Clara","173924615000","183378338000","22995078000","19053818000","361244213000","6.8"
"2014","2015","Santa Cruz","19476343000","17631653000","766976000","1055272000","36819700000","7.1"
"2014","2015","Shasta","4471636000","11292669000","811274000","757307000","15818273000","3.5"
"2014","2015","Sierra","266696000","285531000","14233000","17857000","548603000","-1"
"2014","2015","Siskiyou","1422765000","2915222000","294155000","196381000","4435762000","0.6"
"2014","2015","Solano","11628164000","32789302000","3231085000","2547267000","45101284000","7.5"
"2014","2015","Sonoma","28233087000","44819594000","2397127000","2387457000","73062351000","7.2"
"2014","2015","Stanislaus","10896130000","28505463000","2118379000","1844694000","39675277000","11.4"
"2014","2015","Sutter","2673861000","5770869000","592731000","673165000","8364296000","4.6"
"2014","2015","Tehama","1525179000","3139569000","250851000","150889000","4764710000","1.5"
"2014","2015","Totals","2172253951000","2725742210000","196401461000","175238907000","4919158715000","6.1"
"2014","2015","Trinity","610537000","742762000","48116000","25290000","1376125000","2.1"
"2014","2015","Tulare","7946261000","21087436000","1857713000","825402000","30066007000","4.8"
"2014","2015","Tuolumne","2027627000","4246437000","274798000","216111000","6332751000","2.7"
"2014","2015","Ventura","53506753000","61051106000","4013247000","2960545000","115610561000","5.6"
"2014","2015","Yolo","7174648000","15396489000","906086000","931767000","22545457000","6.5"
"2014","2015","Yuba","1551935000","3520977000","361551000","461155000","4973308000","5.4"
"2013","2014","Alameda","65612601000","142223672000","11169798000","7572283000","211433788000","5"
"2013","2014","Alpine","231472000","457481000","11139000","557000","699535000","0.6"
"2013","2014","Amador","1590985000","2857892000","162227000","142809000","4468295000","1.1"
"2013","2014","Butte","6344106000","12330228000","1193263000","1076899000","18790698000","1.4"
"2013","2014","Calaveras","1626328000","4003716000","120827000","98874000","5651997000","0.5"
"2013","2014","Colusa","1103987000","2173237000","272529000","50272000","3499482000","-0.7"
"2013","2014","Contra Costa","60569526000","91535659000","3229812000","5087455000","150247542000","3.4"
"2013","2014","Del Norte","696997000","1076182000","82151000","116455000","1738874000","-2.8"
"2013","2014","El Dorado","8171720000","17473161000","676152000","553845000","25767188000","1"
"2013","2014","Fresno","18716170000","44369493000","3953946000","2487667000","64551942000","5"
"2013","2014","Glenn","1041824000","1411870000","306998000","56375000","2704318000","3.2"
"2013","2014","Humboldt","4457582000","7358057000","615029000","605432000","11825236000","1.7"
"2013","2014","Imperial","3880187000","6823481000","1049550000","400302000","11352915000","7.9"
"2013","2014","Inyo","2490676000","1336415000","123138000","76788000","3873441000","-4.1"
"2013","2014","Kern","37302293000","54416607000","3461675000","2176817000","93003758000","2.3"
"2013","2014","Kings","2777122000","6514546000","659832000","482139000","9469361000","1.6"
"2013","2014","Lake","2666211000","4160425000","186516000","222593000","6790559000","-0.7"
"2013","2014","Lassen","763537000","1314130000","118177000","71524000","2124320000","-2.1"
"2013","2014","Los Angeles","597651992000","554767644000","45663956000","44965577000","1153118015000","4.7"
"2013","2014","Madera","3819333000","7904458000","700715000","652738000","11771768000","4.7"
"2013","2014","Marin","28648860000","31307439000","930991000","1638301000","59248988000","3.6"
"2013","2014","Mariposa","818294000","1236762000","65986000","28417000","2092625000","0.4"
"2013","2014","Mendocino","4473668000","5562811000","569520000","297309000","10308691000","1.5"
"2013","2014","Merced","4802174000","12542057000","1043869000","651335000","17736766000","6.3"
"2013","2014","Modoc","455180000","528325000","90715000","19387000","1054833000","1.3"
"2013","2014","Mono","1944009000","3395567000","112750000","43754000","5408572000",""
"2013","2014","Monterey","24243606000","27656676000","1654676000","2009761000","51545197000","3.5"
"2013","2014","Napa","11813147000","17545017000","1311034000","923478000","29745721000","5.3"
"2013","2014","Nevada","5015686000","10431421000","325552000","372566000","15400093000","0.9"
"2013","2014","Orange","244638835000","198502658000","16192926000","11156695000","448177724000","3.6"
"2013","2014","Placer","18115053000","38141373000","1602792000","1804572000","56054646000","6"
"2013","2014","Plumas","1214111000","2427978000","90701000","53491000","3679299000","-0.1"
"2013","2014","Riverside","65823099000","146972964000","5216149000","5166411000","212845801000","4.1"
"2013","2014","Sacramento","36559795000","86539729000","4696641000","5359569000","122436597000","4.1"
"2013","2014","San Benito","2402785000","3392132000","317608000","100891000","6011635000","6.2"
"2013","2014","San Bernardino","50660168000","122682763000","6719439000","6179578000","173882792000","3"
"2013","2014","San Diego","179943404000","224830859000","16283637000","13868208000","407189693000","3.3"
"2013","2014","San Francisco","84457607000","91624006000","4059679000","7004781000","173136511000","4.5"
"2013","2014","San Joaquin","16439506000","38299181000","3556428000","2229988000","56065126000","5"
"2013","2014","San Luis Obispo","18834604000","23991047000","1259951000","702918000","43382684000","3"
"2013","2014","San Mateo","72081298000","84145170000","6667396000","4148114000","158745750000","5.9"
"2013","2014","Santa Barbara","31977410000","35047144000","2521065000","3314744000","66230875000","4"
"2013","2014","Santa Clara","161917275000","172028143000","22520353000","18167586000","338298185000","8.3"
"2013","2014","Santa Cruz","18049333000","16631118000","704684000","995065000","34390070000","3.8"
"2013","2014","Shasta","4314279000","10798567000","770913000","603942000","15279816000","3.4"
"2013","2014","Sierra","270673000","285212000","14861000","16687000","554060000","1.3"
"2013","2014","Siskiyou","1419343000","2890792000","287630000","187802000","4409963000","1.2"
"2013","2014","Solano","10756890000","30465065000","3215559000","2493280000","41944234000","4.4"
"2013","2014","Sonoma","26310695000","41777703000","2275670000","2187981000","68176087000","3.2"
"2013","2014","Stanislaus","10219640000","25321927000","2003616000","1944955000","35600229000","4.9"
"2013","2014","Sutter","2535973000","5181071000","570334000","293370000","7994009000","0.9"
"2013","2014","Tehama","1508969000","3080183000","246787000","143917000","4692021000","2.9"
"2013","2014","Totals","2033100408000","2580676544000","188497484000","166062487000","4636211948000","4.3"
"2013","2014","Trinity","591096000","732809000","50019000","25785000","1348138000","3.7"
"2013","2014","Tulare","7567476000","20249062000","1657226000","794575000","28679189000","3.1"
"2013","2014","Tuolumne","1992974000","4104623000","274617000","205136000","6167077000","1.2"
"2013","2014","Ventura","50445752000","58207678000","3630153000","2766271000","109517313000","3.3"
"2013","2014","Yolo","6851164000","14345527000","887697000","907095000","21177293000","4.1"
"2013","2014","Yuba","1471929000","3265627000","340428000","357369000","4720615000","1.4"
"2012","2013","Alameda","62703889000","134700016000","10566585000","6555501000","201414988000","2.4"
"2012","2013","Alpine","232294000","452622000","10870000","390000","695396000","-0.1"
"2012","2013","Amador","1578849000","2815076000","157269000","130980000","4420214000","-1.8"
"2012","2013","Butte","6248197000","12115006000","1134786000","970501000","18527488000","-1.2"
"2012","2013","Calaveras","1674999000","3921082000","124947000","95527000","5625500000","-4.2"
"2012","2013","Colusa","1084219000","2227812000","259952000","47153000","3524830000","5.6"
"2012","2013","Contra Costa","56698888000","89243108000","4339130000","4916194000","145364931000","1.1"
"2012","2013","Del Norte","700704000","1071631000","79906000","63129000","1789112000","1.8"
"2012","2013","El Dorado","8122556000","17247267000","660997000","522151000","25508669000","-0.4"
"2012","2013","Fresno","17565322000","42430820000","3947026000","2475174000","61467995000","0.1"
"2012","2013","Glenn","1010819000","1400473000","261971000","53399000","2619864000","0.5"
"2012","2013","Humboldt","4386202000","7243488000","599212000","601036000","11627866000","1.4"
"2012","2013","Imperial","3767339000","6145262000","993931000","388668000","10517865000","0.5"
"2012","2013","Inyo","2675527000","1328448000","106857000","70915000","4039916000","-1.1"
"2012","2013","Kern","38110180000","51462320000","3333645000","1989121000","90917025000","7.2"
"2012","2013","Kings","2730029000","6283942000","664832000","357344000","9321459000","1.5"
"2012","2013","Lake","2680364000","4188389000","180492000","213714000","6835530000","-0.3"
"2012","2013","Lassen","786706000","1335674000","116272000","67673000","2170979000","-1.9"
"2012","2013","Los Angeles","569324253000","530382692000","44787929000","42627197000","1101867677000","2.2"
"2012","2013","Madera","3664690000","7448006000","720420000","593072000","11240043000","2.3"
"2012","2013","Marin","27462846000","30349373000","942991000","1579010000","57176199000","0.8"
"2012","2013","Mariposa","815439000","1231294000","63501000","26950000","2083284000","-0.2"
"2012","2013","Mendocino","4421077000","5468241000","543682000","279701000","10153299000","-0.6"
"2012","2013","Merced","4352901000","11928770000","1011077000","601576000","16691172000","0.8"
"2012","2013","Modoc","445382000","531252000","84162000","19608000","1041188000","2.6"
"2012","2013","Mono","1962514000","3385063000","103462000","40046000","5410992000","-1.4"
"2012","2013","Monterey","22948299000","27155237000","1612757000","1914519000","49801775000","1.2"
"2012","2013","Napa","11256982000","16540971000","1286855000","835734000","28249075000","2.1"
"2012","2013","Nevada","4990356000","10249646000","333087000","316095000","15256994000","-1.3"
"2012","2013","Orange","233242803000","193439110000","16466411000","10627672000","432520652000","1.7"
"2012","2013","Placer","17206339000","35990649000","1499727000","1811053000","52885663000","-0.4"
"2012","2013","Plumas","1220444000","2426031000","88859000","52116000","3683218000","-2.3"
"2012","2013","Riverside","63815487000","140226334000","5266156000","4940826000","204367151000","-0.5"
"2012","2013","Sacramento","35305585000","83149410000","4517586000","5348617000","117623964000","-2.9"
"2012","2013","San Benito","2281483000","3195936000","281932000","98162000","5661189000","-1.5"
"2012","2013","San Bernardino","49706322000","118630894000","6524883000","6084602000","168777497000","0.7"
"2012","2013","San Diego","173840948000","217659349000","15962967000","13185077000","394278188000",""
"2012","2013","San Francisco","80246847000","88292381000","4004943000","6851706000","165692466000","4"
"2012","2013","San Joaquin","14663724000","37293401000","3569628000","2123674000","53403079000","-0.1"
"2012","2013","San Luis Obispo","18240574000","23330816000","1229098000","672032000","42128456000","1.1"
"2012","2013","San Mateo","67456568000","79512468000","6686701000","3717457000","149938281000","3.4"
"2012","2013","Santa Barbara","30609231000","33724207000","2400284000","3075408000","63658314000","1"
"2012","2013","Santa Clara","147504687000","160870631000","21409988000","17313050000","312472255000","3.2"
"2012","2013","Santa Cruz","17322514000","16078845000","713723000","992242000","33122840000","-0.9"
"2012","2013","Shasta","4229594000","10433929000","811503000","704407000","14770618000","-1.7"
"2012","2013","Sierra","263288000","280541000","15215000","11995000","547050000","-2.4"
"2012","2013","Siskiyou","1407957000","2859040000","273066000","183500000","4356563000","-0.9"
"2012","2013","Solano","10146293000","28293062000","3013478000","1274503000","40178330000","0.3"
"2012","2013","Sonoma","25519039000","40183611000","2356565000","2025633000","66033582000","-0.3"
"2012","2013","Stanislaus","10213375000","23652714000","1947692000","1889181000","33924599000","-2.4"
"2012","2013","Sutter","2511634000","5122056000","548627000","258325000","7923991000","-1.3"
"2012","2013","Tehama","1441442000","3029404000","237010000","146821000","4561035000","-3.2"
"2012","2013","Totals","1939403893000","2475311555000","185530241000","156141533000","4444104156000","1.4"
"2012","2013","Trinity","575546000","719348000","30025000","24391000","1300529000","2.1"
"2012","2013","Tulare","7360694000","19557460000","1630842000","732560000","27816436000","-0.6"
"2012","2013","Tuolumne","1978271000","4048613000","269470000","205125000","6091230000","-2"
"2012","2013","Ventura","48598663000","56158760000","3538420000","2269043000","106026799000","0.6"
"2012","2013","Yolo","6621491000","13708292000","896986000","883812000","20342957000","-0.3"
"2012","2013","Yuba","1471230000","3161283000","309856000","286470000","4655899000","-2.1"
"2011","2012","Alameda","61572152000","131838272000","9786221000","6564079000","196632566000","0.1"
"2011","2012","Alpine","236562000","448415000","11703000","384000","696295000","-4.7"
"2011","2012","Amador","1619504000","2860953000","149687000","129488000","4500657000","-3.6"
"2011","2012","Butte","6398426000","12116546000","1129783000","900642000","18744113000","-1.2"
"2011","2012","Calaveras","1830889000","4005971000","129158000","93372000","5872645000","-4.8"
"2011","2012","Colusa","1054663000","2087779000","240065000","43645000","3338862000","19.5"
"2011","2012","Contra Costa","57247594000","87677483000","3576971000","4757945000","143744103000","-0.4"
"2011","2012","Del Norte","706161000","1068054000","82365000","99580000","1757000000","-0.9"
"2011","2012","El Dorado","8226867000","17216096000","671037000","497179000","25616821000","-1.5"
"2011","2012","Fresno","17502699000","42460007000","3859273000","2402532000","61419448000","0.5"
"2011","2012","Glenn","1030593000","1378682000","243509000","45696000","2607088000","-1.3"
"2011","2012","Humboldt","4288048000","7093751000","604831000","517187000","11469443000","1.5"
"2011","2012","Imperial","3813338000","6058755000","940374000","350053000","10462415000","-2.4"
"2011","2012","Inyo","2629739000","1418161000","106974000","71515000","4083359000","-0.5"
"2011","2012","Kern","36556958000","46917583000","3201872000","1880191000","84796222000","2.4"
"2011","2012","Kings","2641583000","6251620000","643814000","349401000","9187616000","1.2"
"2011","2012","Lake","2677846000","4213250000","185031000","217633000","6858494000","-1.2"
"2011","2012","Lassen","797471000","1361316000","118456000","65000000","2212242000","-2.7"
"2011","2012","Los Angeles","557881881000","516887022000","44808362000","40927815000","1078649449000","1.4"
"2011","2012","Madera","3586594000","7240283000","717475000","556941000","10987410000","3"
"2011","2012","Marin","27217981000","30047994000","958114000","1508013000","56716075000","0.8"
"2011","2012","Mariposa","823338000","1226126000","63799000","25730000","2087534000","-1"
"2011","2012","Mendocino","4479808000","5443202000","555938000","268207000","10210741000","-0.5"
"2011","2012","Merced","4266097000","11901664000","979277000","586327000","16560712000","-0.2"
"2011","2012","Modoc","433630000","503883000","96566000","19145000","1014934000","-3.1"
"2011","2012","Mono","1997712000","3431572000","99566000","38926000","5489924000","-2.2"
"2011","2012","Monterey","22579435000","26919375000","1583361000","1856776000","49225394000","0.2"
"2011","2012","Napa","11133245000","16106242000","1220292000","785729000","27674050000","1.1"
"2011","2012","Nevada","5110310000","10336850000","347957000","342093000","15453024000","-2.6"
"2011","2012","Orange","229397853000","188670827000","17183054000","9935708000","425316026000","1"
"2011","2012","Placer","17363197000","35962929000","1504961000","1739953000","53091133000","-2.7"
"2011","2012","Plumas","1274456000","2458384000","92171000","53264000","3771747000","-5.3"
"2011","2012","Riverside","64540117000","139956945000","5446325000","4602924000","205340463000","-1.2"
"2011","2012","Sacramento","36262918000","85331686000","4739342000","5256573000","121077374000","-3.7"
"2011","2012","San Benito","2303042000","3245354000","289644000","87919000","5750121000","-2.3"
"2011","2012","San Bernardino","49766484000","116854038000","6650063000","5708153000","167562432000","-0.5"
"2011","2012","San Diego","174658242000","216460472000","15615647000","12571895000","394162467000","0.4"
"2011","2012","San Francisco","76457288000","85205937000","3913311000","6273296000","159303240000","0.5"
"2011","2012","San Joaquin","14887607000","37184625000","3518079000","2143358000","53446952000","-3.7"
"2011","2012","San Luis Obispo","18217881000","22958748000","1124662000","625605000","41675687000","-1.6"
"2011","2012","San Mateo","65353519000","77209419000","6351405000","3930527000","144983815000","1.1"
"2011","2012","Santa Barbara","30420392000","32778002000","2512524000","2705119000","63005800000","1.5"
"2011","2012","Santa Clara","142197686000","156063253000","20822371000","16330077000","302753232000","0.9"
"2011","2012","Santa Cruz","17480916000","16161103000","726415000","947607000","33420827000","-0.2"
"2011","2012","Shasta","4357572000","10292450000","1013297000","637575000","15025744000","-3.8"
"2011","2012","Sierra","262904000","288227000","15089000","5628000","560591000","-2.1"
"2011","2012","Siskiyou","1437705000","2860429000","269809000","171437000","4396506000","-1.3"
"2011","2012","Solano","10436035000","28998912000","3018046000","2395652000","40057341000","-1.3"
"2011","2012","Sonoma","25549328000","40220858000","2346174000","1912365000","66203995000","-1.9"
"2011","2012","Stanislaus","10153360000","24202200000","1890167000","1470637000","34775091000","-2.2"
"2011","2012","Sutter","2566751000","5155016000","557611000","253321000","8026058000","-2.3"
"2011","2012","Tehama","1495050000","3128677000","232290000","143132000","4712885000","0.1"
"2011","2012","Totals","1914015471000","2435006049000","183839781000","150383362000","4382477939000","0.3"
"2011","2012","Trinity","557088000","707085000","33801000","24060000","1273913000","2.4"
"2011","2012","Tulare","7446651000","19601283000","1599015000","672895000","27974054000","-0.4"
"2011","2012","Tuolumne","2036407000","4107576000","271053000","199750000","6215285000","-3.3"
"2011","2012","Ventura","48642503000","55552502000","3713664000","2542692000","105365977000",""
"2011","2012","Yolo","6644503000","13652981000","961787000","856428000","20402843000","-0.6"
"2011","2012","Yuba","1506893000","3219223000","316175000","284587000","4757703000","-2"
"2010","2011","Alameda","61370608000","131065693000","9888143000","5796635000","196527809000","-1.6"
"2010","2011","Alpine","263823000","456005000","11827000","692000","730963000","-8.3"
"2010","2011","Amador","1683421000","2930819000","180463000","127098000","4667606000","-3.6"
"2010","2011","Butte","6522739000","12115320000","1091429000","763215000","18966273000","-1.7"
"2010","2011","Calaveras","1977642000","4150720000","131030000","90865000","6168527000","-11.9"
"2010","2011","Colusa","1048739000","1549831000","235663000","39675000","2794557000","0.8"
"2010","2011","Contra Costa","58265524000","86995996000","3519802000","4497276000","144284046000","-3"
"2010","2011","Del Norte","711179000","1068380000","91182000","98658000","1772083000","-0.4"
"2010","2011","El Dorado","8365085000","17402713000","705822000","477224000","25996396000","-6.2"
"2010","2011","Fresno","17325325000","42335037000","3855232000","2385447000","61130147000","-0.8"
"2010","2011","Glenn","1057256000","1376124000","248396000","41599000","2640178000","-1.8"
"2010","2011","Humboldt","4214284000","6945298000","614414000","472009000","11301987000","0.7"
"2010","2011","Imperial","3806975000","6308213000","959643000","349971000","10724861000","-1.8"
"2010","2011","Inyo","2664463000","1391335000","117479000","70452000","4102824000","-3.8"
"2010","2011","Kern","34407500000","46914893000","3275032000","1809903000","82787523000","4.6"
"2010","2011","Kings","2701376000","6078433000","650784000","348489000","9082104000","1.8"
"2010","2011","Lake","2682605000","4284678000","188899000","216187000","6939995000","-1.4"
"2010","2011","Lassen","811184000","1390580000","135940000","64669000","2273035000","-2.6"
"2010","2011","Los Angeles","548954286000","508272413000","45214291000","38775414000","1063665576000","-1.8"
"2010","2011","Madera","3566121000","6912618000","656886000","468361000","10667264000","-6.9"
"2010","2011","Marin","26930924000","29837047000","940752000","1464341000","56244381000","-1.4"
"2010","2011","Mariposa","844736000","1226065000","62624000","23976000","2109450000","-2.1"
"2010","2011","Mendocino","4486529000","5689550000","348906000","259745000","10265240000","-1"
"2010","2011","Merced","4271639000","11887383000","990632000","553224000","16596431000","-4.6"
"2010","2011","Modoc","455217000","508454000","103208000","19194000","1047686000","0.6"
"2010","2011","Mono","2064383000","3483003000","101471000","38290000","5610567000","-6.6"
"2010","2011","Monterey","22812721000","26464863000","1611911000","1770929000","49118566000","-4.1"
"2010","2011","Napa","10951929000","15953777000","1266035000","793033000","27378708000",""
"2010","2011","Nevada","5297652000","10529305000","369394000","324155000","15872196000","-7.2"
"2010","2011","Orange","226676143000","186317797000","17709466000","9443318000","421260088000","-0.5"
"2010","2011","Placer","17851460000","36857936000","1689659000","1818085000","54580970000","-6"
"2010","2011","Plumas","1374619000","2569339000","94334000","54121000","3984171000","-7.4"
"2010","2011","Riverside","66213297000","140461937000","5624992000","4363166000","207937059000","-4.4"
"2010","2011","Sacramento","37438151000","88057497000","4806587000","4635850000","125666385000","-1.8"
"2010","2011","San Benito","2368089000","3296323000","299716000","77459000","5886669000","-5"
"2010","2011","San Bernardino","50299312000","116696114000","6858367000","5505415000","168348377000","-4.3"
"2010","2011","San Diego","173642233000","214396133000","16217320000","11817805000","392437880000","-1.4"
"2010","2011","San Francisco","74175317000","85297360000","3897605000","4848765000","158521517000","4.3"
"2010","2011","San Joaquin","15723592000","38155111000","3711204000","2087783000","55502124000","-3.8"
"2010","2011","San Luis Obispo","18678217000","23115818000","1164137000","585352000","42372820000","-0.9"
"2010","2011","San Mateo","64765140000","75496527000","6768071000","3587562000","143442175000","-1.4"
"2010","2011","Santa Barbara","30072265000","31906523000","2396446000","2325472000","62049761000","0.4"
"2010","2011","Santa Clara","139663827000","154771542000","20417460000","14800087000","300052743000","-2.4"
"2010","2011","Santa Cruz","17562988000","16088100000","779794000","938067000","33492815000","-0.6"
"2010","2011","Shasta","4704519000","10540685000","918666000","545608000","15618261000","-4.8"
"2010","2011","Sierra","257398000","304637000","17540000","6735000","572839000","-3.8"
"2010","2011","Siskiyou","1460409000","2889210000","272363000","168690000","4453292000","-0.6"
"2010","2011","Solano","10685326000","29071397000","3062154000","2219932000","40598946000","-3.8"
"2010","2011","Sonoma","25890752000","41011276000","2467315000","1863055000","67506288000","-2.2"
"2010","2011","Stanislaus","10348864000","24997745000","2000998000","1788700000","35558908000","-4.7"
"2010","2011","Sutter","2662419000","5230396000","533564000","208119000","8218260000","-4.6"
"2010","2011","Tehama","1506429000","3109538000","223264000","130641000","4708590000","-4.6"
"2010","2011","Totals","1902184206000","2422397382000","186432470000","140265290000","4370748767000","-1.8"
"2010","2011","Trinity","539167000","694304000","32981000","22906000","1243546000","1.1"
"2010","2011","Tulare","7640885000","19504864000","1609177000","667422000","28087504000","0.3"
"2010","2011","Tuolumne","2158157000","4195218000","263826000","190717000","6426484000","-4.7"
"2010","2011","Ventura","48958200000","55056356000","3676240000","2322857000","105367939000","-0.3"
"2010","2011","Yolo","6783820000","13542115000","1025203000","819397000","20531741000","-2"
"2010","2011","Yuba","1567347000","3241037000","326731000","281479000","4853637000","-4.2"
"2009","2010","Alameda","62306401000","132658796000","10199197000","5480694000","199683701000","-2.5"
"2009","2010","Alpine","293372000","493332000","11382000","636000","797451000","3.8"
"2009","2010","Amador","1778443000","3011487000","178756000","126757000","4841928000","-2.3"
"2009","2010","Butte","6679031000","12236259000","1043689000","673215000","19285764000",""
"2009","2010","Calaveras","2379774000","4573674000","142596000","91784000","7004260000","-3.1"
"2009","2010","Colusa","1086546000","1517996000","202794000","34371000","2772966000","4.3"
"2009","2010","Contra Costa","59611970000","89630897000","3682751000","4106390000","148819228000","-7"
"2009","2010","Del Norte","711443000","1063750000","91563000","87237000","1779519000","3"
"2009","2010","El Dorado","9064567000","18354215000","743182000","460480000","27701485000","-2.1"
"2009","2010","Fresno","17334882000","42598194000","3928082000","2260055000","61601103000","-2.9"
"2009","2010","Glenn","1104574000","1376146000","247871000","38852000","2689739000","2.3"
"2009","2010","Humboldt","4167898000","6870631000","634139000","446735000","11225933000","3.9"
"2009","2010","Imperial","3915867000","6334579000","1000000000","332016000","10918430000","-2.8"
"2009","2010","Inyo","2694241000","1514007000","116845000","60514000","4264578000","-6.2"
"2009","2010","Kern","32268391000","45686298000","2962490000","1795604000","79121575000","-6.2"
"2009","2010","Kings","2599561000","6013087000","587123000","281468000","8918302000","-0.3"
"2009","2010","Lake","2676241000","4332103000","232504000","201929000","7038919000","0.1"
"2009","2010","Lassen","828672000","1434246000","129739000","58075000","2334582000","2.8"
"2009","2010","Los Angeles","561044423000","511231031000","48404611000","37434948000","1083245116000","-0.5"
"2009","2010","Madera","3844633000","7393159000","670618000","450195000","11458215000","-8"
"2009","2010","Marin","27435011000","30049290000","981085000","1432525000","57032862000","1.8"
"2009","2010","Mariposa","868258000","1245508000","64933000","24734000","2153965000","1.8"
"2009","2010","Mendocino","4534212000","5728088000","362129000","259917000","10364512000","3.6"
"2009","2010","Merced","5259504000","11639713000","996594000","496627000","17399184000","-13.4"
"2009","2010","Modoc","452828000","505920000","101463000","19287000","1040924000","-0.8"
"2009","2010","Mono","2175766000","3750785000","107951000","24524000","6009978000","0.7"
"2009","2010","Monterey","23925066000","27323305000","1659361000","1679121000","51228610000","-3.5"
"2009","2010","Napa","11023252000","15797454000","1297805000","752825000","27365684000","0.8"
"2009","2010","Nevada","5850528000","11217839000","362640000","334471000","17096535000","1.8"
"2009","2010","Orange","228132356000","186018785000","18433800000","9049466000","423535475000","-1.4"
"2009","2010","Placer","19290384000","38734285000","1742364000","1683600000","58083434000","-2.4"
"2009","2010","Plumas","1570697000","2687738000","97325000","54560000","4301200000","-0.7"
"2009","2010","Riverside","70238184000","145331932000","5876629000","3938920000","217507826000","-10.5"
"2009","2010","Sacramento","38416964000","89673428000","5104212000","5171156000","128023447000","-7.2"
"2009","2010","San Benito","2473413000","3484081000","319401000","79829000","6197065000","-8.2"
"2009","2010","San Bernardino","53662793000","120098088000","7168730000","4975402000","175954209000","-6"
"2009","2010","San Diego","177035056000","215392942000","16918424000","11249992000","398096431000","-2.4"
"2009","2010","San Francisco","70416808000","82898614000","4268376000","5623024000","151960774000","7.1"
"2009","2010","San Joaquin","16789678000","39096937000","3810712000","1998607000","57698720000","-10.2"
"2009","2010","San Luis Obispo","19048818000","23071262000","1207925000","570683000","42757321000","-0.4"
"2009","2010","San Mateo","64555062000","76378802000","8254757000","3646339000","145542282000","0.7"
"2009","2010","Santa Barbara","30082449000","31333658000","2498822000","2132900000","61782028000","0.5"
"2009","2010","Santa Clara","141052819000","158808836000","22151696000","14587452000","307425899000","0.1"
"2009","2010","Santa Cruz","17635939000","16106696000","824347000","868310000","33698671000","-3"
"2009","2010","Shasta","5139596000","10973328000","968460000","679799000","16401584000","-2.1"
"2009","2010","Sierra","260558000","324756000","16335000","6342000","595306000","1.1"
"2009","2010","Siskiyou","1470273000","2911032000","268325000","168457000","4481173000","2.5"
"2009","2010","Solano","11278421000","29840017000","3223257000","2159576000","42182118000","-9.4"
"2009","2010","Sonoma","26698769000","41612523000","2495794000","1774796000","69032290000","-1.3"
"2009","2010","Stanislaus","10930791000","26068403000","2106409000","1808453000","37297149000","-7.7"
"2009","2010","Sutter","2860614000","5457331000","537919000","241458000","8614406000","-1.8"
"2009","2010","Tehama","1579317000","3243426000","239737000","129176000","4933303000","-5.5"
"2009","2010","Totals","1937054990000","2451198393000","197054348000","136363774000","4448943958000","-2.3"
"2009","2010","Trinity","531752000","681438000","36915000","20331000","1229774000","5.3"
"2009","2010","Tulare","7882499000","19054866000","1694276000","621602000","28010039000","-0.8"
"2009","2010","Tuolumne","2278478000","4373673000","280090000","186379000","6745862000","-0.7"
"2009","2010","Ventura","49075007000","55084752000","3918274000","2432388000","105645646000","-2.4"
"2009","2010","Yolo","7011842000","13667856000","1084656000","817325000","20947029000","-0.2"
"2009","2010","Yuba","1740301000","3207123000","362489000","241466000","5068447000","-7"
"2008","2009","Alameda","64070018900","135910147076","9953649539","5119362846","204814452669","8"
"2008","2009","Alpine","285375300","474720760","8450025","646163","767899922","12.3"
"2008","2009","Amador","1863050568","3038112676","192701326","140093987","4953770583","11.9"
"2008","2009","Butte","6802523170","12162478513","924070401","601158235","19287913849","9.4"
"2008","2009","Calaveras","2403195248","4749099587","139611026","61026958","7230878903","11.4"
"2008","2009","Colusa","1105612761","1400493754","186220348","32554195","2659772668","7.4"
"2008","2009","Contra Costa","65648149629","94187355945","3847690512","3721943417","159961252669","8.9"
"2008","2009","Del Norte","689153250","1030286026","101255268","93000015","1727694529","11.7"
"2008","2009","El Dorado","9463241049","18485438143","764068115","427410509","28285336798","8.6"
"2008","2009","Fresno","17727272857","44130318464","3366619784","1753350335","63470860770","13"
"2008","2009","Glenn","1100984800","1324354509","241327974","38048828","2628618455","12.3"
"2008","2009","Humboldt","3974290357","6600199440","626199977","399463187","10801226587","8"
"2008","2009","Imperial","4066373110","6482214289","955607069","276313060","11227881408","19.5"
"2008","2009","Inyo","3051235824","1458805903","108879294","71016761","4547904260","6.1"
"2008","2009","Kern","34716434668","48287766753","2957663870","1609785682","84352079609","12.5"
"2008","2009","Kings","2685138978","5895176379","621206690","254779134","8946742913","12.9"
